	AveExpr	Coef	t	P.value	F	F.p.value	Results	Genes.ENSEMBL	Genes.SYMBOL	Genes.TXCHROM
ENSMUSG00000044199	1.99780259989923	-0.117658202260451	-0.191144145548018	0.851926235018143	0.0365360843772818	0.851926235018143	0	ENSMUSG00000044199	S1pr4	chr10
ENSMUSG00000044201	5.37518642211313	-0.257689721865177	-1.41919721607619	0.183797885190285	2.01412073811841	0.183797885190285	0	ENSMUSG00000044201	Cdc25c	chr18
ENSMUSG00000044216	5.23828016359783	-0.030551602909763	-0.138904032441499	0.892058894981675	0.0192943302285089	0.892058894981675	0	ENSMUSG00000044216	Kcnj4	chr15
ENSMUSG00000044217	-2.94710331905891	2.85460943784057	1.48841183118588	0.164990672381919	2.21536977921409	0.164990672381919	0	ENSMUSG00000044217	Aqp5	chr15
ENSMUSG00000044224	6.52335760201046	0.0230913258571128	0.154909420670052	0.879723762663881	0.023996928612331	0.879723762663881	0	ENSMUSG00000044224	Dnajc21	chr15
ENSMUSG00000044229	-0.54362367718852	0.433917741293721	0.32575509798556	0.750777209100345	0.106116383863582	0.750777209100345	0	ENSMUSG00000044229	Nxpe4	chr9
ENSMUSG00000044231	-0.860728950658956	0.472526259234733	0.32138791007044	0.753994520681412	0.103290188739445	0.753994520681412	0	ENSMUSG00000044231	Nhlrc1	chr13
ENSMUSG00000044243	2.95230651957784	0.21451164437846	0.422454519215918	0.680905730853711	0.178467820805952	0.680905730853711	0	ENSMUSG00000044243	Bhlha9	chr11
ENSMUSG00000044250	1.4670625246667	-1.09408087017521	-2.00511473513739	0.0704204728218369	4.02048510106508	0.0704204728218369	0	ENSMUSG00000044250	Pced1b	chr15
ENSMUSG00000044252	4.75066420474952	0.193065134033267	0.668112239209969	0.517958101601225	0.446373964182159	0.517958101601225	0	ENSMUSG00000044252	Osbpl1a	chr18
ENSMUSG00000044254	2.02048762573479	0.175555755790035	0.334624048626157	0.744258723203837	0.111973253918961	0.744258723203837	0	ENSMUSG00000044254	Pcsk9	chr4
ENSMUSG00000044265	1.15454911707472	-0.699597757840755	-0.839410190841913	0.419267580125655	0.704609468489257	0.419267580125655	0	ENSMUSG00000044265	Olfm5	chr7
ENSMUSG00000044279	-1.32859027929434	-0.22510147449866	-0.151716809073775	0.882181714602081	0.0230179901555283	0.882181714602081	0	ENSMUSG00000044279	Crb3	chr17
ENSMUSG00000044286	5.16890748594489	-0.175029299449775	-0.918315304756657	0.378325011635733	0.843302998950312	0.378325011635733	0	ENSMUSG00000044286	Or5au1	chr14
ENSMUSG00000044288	3.65764285146565	-0.00580840553649331	-0.0183673167085828	0.985677698767046	0.000337358323073384	0.985677698767046	0	ENSMUSG00000044288	Cnr1	chr4
ENSMUSG00000044296	1.96078399045664	0.826753065795567	1.07196282639102	0.306895609429749	1.14910430116423	0.306895609429749	0	ENSMUSG00000044296	Zfp879	chr11
ENSMUSG00000044308	5.32994616784457	0.0143497025050845	0.0611341126075002	0.952358861300684	0.00373737972430651	0.952358861300684	0	ENSMUSG00000044308	Ubr3	chr2
ENSMUSG00000044312	-1.58342175637231	0.813814732194303	0.502582693874312	0.625255780036006	0.252589364181961	0.625255780036006	0	ENSMUSG00000044312	Neurog3	chr10
ENSMUSG00000044317	2.52372888003114	-0.246764642727218	-0.564945562517459	0.5835498802865	0.319163488608168	0.5835498802865	0	ENSMUSG00000044317	Gpr4	chr7
ENSMUSG00000044320	1.03736937993748	-0.443819842963761	-0.63964149210786	0.535616982124357	0.409141238425969	0.535616982124357	0	ENSMUSG00000044320	1700001O22Rik	chr2
ENSMUSG00000044328	3.33220087360993	0.284400640817295	0.686146584554182	0.506952373563375	0.470797135495369	0.506952373563375	0	ENSMUSG00000044328	Trp53i13	chr11
ENSMUSG00000044338	1.69913798285637	-0.0154366821773944	-0.0310517134178483	0.975789535067284	0.00096420890618418	0.975789535067284	0	ENSMUSG00000044338	Aplnr	chr2
ENSMUSG00000044340	4.7693457653918	-0.147795112151145	-0.358773462100392	0.726616589747325	0.128718397107502	0.726616589747325	0	ENSMUSG00000044340	Phlpp1	chr1
ENSMUSG00000044345	-0.497717374921519	-0.285504235764749	-0.265801796515864	0.795351779035139	0.0706505950310609	0.795351779035139	0	ENSMUSG00000044345	Marveld1	chr19
ENSMUSG00000044348	3.3550388062392	0.343844252008552	0.91358806510102	0.380696340571233	0.834643152695027	0.380696340571233	0	ENSMUSG00000044348	Slc25a53	chrX
ENSMUSG00000044349	3.25387998287734	0.410467823839928	1.28974179636473	0.22383156870737	1.66343390129011	0.22383156870737	0	ENSMUSG00000044349	Snhg11	chr2
ENSMUSG00000044350	0.40738409045238	0.416744397739743	0.536244778175956	0.602560251882019	0.28755846212098	0.602560251882019	0	ENSMUSG00000044350	Lacc1	chr14
ENSMUSG00000044352	6.49045476929013	0.1358561376042	0.8916220037675	0.39185172200663	0.794989797602371	0.39185172200663	0	ENSMUSG00000044352	Sowaha	chr11
ENSMUSG00000044361	2.49593823740791	0.172342621391723	0.36062409685853	0.725271279508007	0.13004973923503	0.725271279508007	0	ENSMUSG00000044361	BC024139	chr15
ENSMUSG00000044362	-0.186377796686505	-0.705985341792241	-0.568933024646681	0.580934145960174	0.323684786533621	0.580934145960174	0	ENSMUSG00000044362	Ccdc89	chr7
ENSMUSG00000044364	4.66887795391402	0.00578559200669471	0.0240292348654747	0.981263517397489	0.000577404128220143	0.981263517397489	0	ENSMUSG00000044364	Tmem74b	chr2
ENSMUSG00000044390	5.03611039850498	-0.280659117339626	-1.28088205050394	0.22681528000452	1.64065882730317	0.22681528000452	0	ENSMUSG00000044390	Tigd3	chr19
ENSMUSG00000044393	4.8029507983179	0.105353487274813	0.317995500598045	0.756497087790811	0.101121138400601	0.756497087790811	0	ENSMUSG00000044393	Dsg2	chr18
ENSMUSG00000044408	4.27440787834047	-0.119209394771918	-0.494495275018703	0.630770753788548	0.244525577015822	0.630770753788548	0	ENSMUSG00000044408	Sptssa	chr12
ENSMUSG00000044430	1.627121709902	-0.200601937011342	-0.346325229642806	0.735690620144512	0.119941164687142	0.735690620144512	0	ENSMUSG00000044430	Klk12	chr7
ENSMUSG00000044433	3.28310017507138	0.0294276832655918	0.089708312899249	0.930146043538209	0.00804758140322956	0.930146043538209	0	ENSMUSG00000044433	Camsap3	chr8
ENSMUSG00000044442	-3.18719875095658	-1.45248253880346	-0.832588595065096	0.422942848173178	0.69320376863247	0.422942848173178	0	ENSMUSG00000044442	N6amt1	chr16
ENSMUSG00000044447	-0.785776469551743	0.139726627731823	0.102711382075072	0.92005716538979	0.0105496280077714	0.92005716538979	0	ENSMUSG00000044447	Dock5	chr14
ENSMUSG00000044453	4.69058116533901	-0.242128970385244	-0.971145753601116	0.352531494188392	0.943124074737479	0.352531494188392	0	ENSMUSG00000044453	Ffar1	chr7
ENSMUSG00000044456	5.5045413097661	0.102223063021627	0.484028068778918	0.637943552509825	0.234283171365849	0.637943552509825	0	ENSMUSG00000044456	Rin3	chr12
ENSMUSG00000044469	3.38391417394817	0.184404624492358	0.502502570398648	0.625310301229232	0.252508833257248	0.625310301229232	0	ENSMUSG00000044469	Tnfaip8l1	chr17
ENSMUSG00000044475	6.1002154380015	-0.0462534644026826	-0.284388168586976	0.781442532163669	0.0808766304322542	0.781442532163669	0	ENSMUSG00000044475	Ascc1	chr10
ENSMUSG00000044477	5.38923927419966	-0.0611472383114045	-0.163878398736942	0.87282582689712	0.0268561295725841	0.87282582689712	0	ENSMUSG00000044477	Zfand3	chr17
ENSMUSG00000044485	2.47797304171078	-0.183814924361912	-0.411239573910772	0.688865870023942	0.169117987150313	0.688865870023942	0	ENSMUSG00000044485	Klk1b11	chr7
ENSMUSG00000044496	4.32399038348634	0.0363911097494807	0.14767441023274	0.885295765126567	0.0218077314375875	0.885295765126567	0	ENSMUSG00000044496	2510039O18Rik	chr4
ENSMUSG00000044499	-1.30257041230813	1.29303817692332	0.89427724271317	0.39049133288234	0.799731786834669	0.39049133288234	0	ENSMUSG00000044499	Hs3st5	chr10
ENSMUSG00000044505	0.987726101899298	0.472660780546654	0.740827715889584	0.474454089992123	0.548825704630179	0.474454089992123	0	ENSMUSG00000044505	Lingo4	chr3
ENSMUSG00000044526	0.591005535453914	0.112790209825252	0.112454699214572	0.91250700200378	0.0126460593754398	0.91250700200378	0	ENSMUSG00000044526	Znrf4	chr17
ENSMUSG00000044533	1.3024672071184	-0.794818134367123	-1.26551532955458	0.232067065591908	1.60152904933765	0.232067065591908	0	ENSMUSG00000044533	Rps2	chr17
ENSMUSG00000044534	7.15327383914109	-0.0970191772588809	-0.45360025247309	0.65901360189223	0.205753189043651	0.65901360189223	0	ENSMUSG00000044534	Ackr2	chr9
ENSMUSG00000044551	0.065563281996376	-0.428547536868364	-0.476263502773014	0.643289521913681	0.22682692407362	0.643289521913681	0	ENSMUSG00000044551	9930012K11Rik	chr14
ENSMUSG00000044556	-0.171668484776548	-1.01253052462303	-1.12771974766649	0.283648488269807	1.27175182927697	0.283648488269807	0	ENSMUSG00000044556	Tex38	chr4
ENSMUSG00000044566	4.7707711467657	-0.102084917005083	-0.4177316818066	0.684253027476432	0.174499757984971	0.684253027476432	0	ENSMUSG00000044566	Cage1	chr13
ENSMUSG00000044573	-0.670154950454702	0.24740320761785	0.177971841806867	0.862009237917489	0.0316739764761284	0.862009237917489	0	ENSMUSG00000044573	Acp1	chr12
ENSMUSG00000044581	2.13105022392294	0.35277597201098	0.528190563606367	0.607951918614009	0.278985271482812	0.607951918614009	0	ENSMUSG00000044581	Spata31h1	NA
ENSMUSG00000044600	3.31634634956964	0.233143926247399	0.380489799262733	0.710891828755285	0.144772487342995	0.710891828755285	0	ENSMUSG00000044600	Smim7	chr8
ENSMUSG00000044617	8.57867080356925	0.153914607209543	0.777856106380029	0.453205984131268	0.605060122232698	0.453205984131268	0	ENSMUSG00000044617	Zbtb39	chr10
ENSMUSG00000044624	0.496779925022241	0.0965069670227422	0.117188667334946	0.908841824375596	0.0137331837517405	0.908841824375596	0	ENSMUSG00000044624	Gm4922	chr10
ENSMUSG00000044626	3.16895228938827	-0.473877183549384	-1.40795376883644	0.187018480477201	1.98233381518074	0.187018480477201	0	ENSMUSG00000044626	Liph	chr16
ENSMUSG00000044627	4.92383205933924	-0.402827606158649	-1.25747573239272	0.234853744400929	1.5812452175566	0.234853744400929	0	ENSMUSG00000044627	Swi5	chr2
ENSMUSG00000044629	8.14286414577777	0.275455061668966	1.21748694983301	0.249118157432904	1.48227447301369	0.249118157432904	0	ENSMUSG00000044629	Cnrip1	chr11
ENSMUSG00000044636	4.62767479375545	0.240087394737222	1.13637107813658	0.280166395781588	1.2913392272253	0.280166395781588	0	ENSMUSG00000044636	Csrnp2	chr15
ENSMUSG00000044641	4.70091860917721	-0.0180134624922363	-0.0557183245626464	0.956574328332336	0.00310453169206841	0.956574328332336	0	ENSMUSG00000044641	Pard6b	chr2
ENSMUSG00000044646	4.47407158989452	0.0533451507830804	0.140479768677184	0.890843114232548	0.019734565407595	0.890843114232548	0	ENSMUSG00000044646	Zbtb7c	chr18
ENSMUSG00000044647	1.03245430227166	0.503989150756882	0.624275728989063	0.545289970285098	0.389720185804826	0.545289970285098	0	ENSMUSG00000044647	Csrnp3	chr2
ENSMUSG00000044664	7.05271831899303	-0.16136813434146	-0.712833745389893	0.490926393363746	0.508131948566582	0.490926393363746	0	ENSMUSG00000044664	Prss42	chr9
ENSMUSG00000044674	6.66420967338348	0.098314952958396	0.64496621724412	0.532288143130455	0.415981421386189	0.532288143130455	0	ENSMUSG00000044674	Fzd1	chr5
ENSMUSG00000044676	8.0269081952537	0.00726963721786866	0.0449647381406174	0.964948542757014	0.0020218276760543	0.964948542757014	0	ENSMUSG00000044676	Zfp612	chr8
ENSMUSG00000044681	6.8704179792115	-0.198603286808932	-1.38412468377735	0.194001479583246	1.91580114024176	0.194001479583246	0	ENSMUSG00000044681	Cnpy1	chr5
ENSMUSG00000044700	1.6805838184911	0.297260122762951	0.52179228734722	0.612252517819939	0.272267191135044	0.612252517819939	0	ENSMUSG00000044700	Tmem201	chr4
ENSMUSG00000044701	2.59924471373532	-0.0971554504028682	-0.170918110858124	0.867419365816641	0.0292130006193099	0.867419365816641	0	ENSMUSG00000044701	Il27	chr7
ENSMUSG00000044702	1.04528445036524	0.940183692294811	1.41709841254716	0.184395489129156	2.00816791084367	0.184395489129156	0	ENSMUSG00000044702	Palb2	chr7
ENSMUSG00000044703	1.95234353320817	0.134483798117155	0.261550151821227	0.798544203286703	0.068408481917707	0.798544203286703	0	ENSMUSG00000044703	Phf11a	chr14
ENSMUSG00000044707	1.67570075783356	-0.315197031722021	-0.541188093601012	0.59926331196186	0.292884552655498	0.59926331196186	0	ENSMUSG00000044707	Ccnjl	chr11
ENSMUSG00000044708	8.94277052435698	0.243154388501956	1.73963928497926	0.110039773134554	3.02634484184315	0.110039773134554	0	ENSMUSG00000044708	Kcnj10	chr1
ENSMUSG00000044709	10.3511774041274	-0.323796540686452	-2.0027531273338	0.0707053760889813	4.01102008904531	0.0707053760889813	0	ENSMUSG00000044709	Gemin7	chr7
ENSMUSG00000044712	3.96027777395627	-0.178900128928727	-0.523286730924604	0.611246652242272	0.273829002761759	0.611246652242272	0	ENSMUSG00000044712	Slc38a6	chr12
ENSMUSG00000044715	4.31264080155314	-0.0232190849566338	-0.0878486693439357	0.931590004951297	0.00771738870550016	0.931590004951297	0	ENSMUSG00000044715	Gskip	chr12
ENSMUSG00000044719	-3.32853156871574	1.09469835436277	0.551398546459475	0.592483165724954	0.304040357037622	0.592483165724954	0	ENSMUSG00000044719	E230025N22Rik	chr18
ENSMUSG00000044724	9.83266084909275	-0.0934146614358866	-0.518436172780347	0.614514462511497	0.268776065247133	0.614514462511497	0	ENSMUSG00000044724	Gpr152	chr19
ENSMUSG00000044726	2.40860272974816	-0.0935077091239465	-0.216766605847058	0.832393654652084	0.046987761410454	0.832393654652084	0	ENSMUSG00000044726	Erich5	chr15
ENSMUSG00000044730	5.28850544408507	-0.11082410285184	-0.536065913238387	0.602679720541246	0.287366663336105	0.602679720541246	0	ENSMUSG00000044730	Airim	chr4
ENSMUSG00000044734	-1.95196373366085	1.54400618604363	0.962020832258791	0.356893806095893	0.925484081699897	0.356893806095893	0	ENSMUSG00000044734	Serpinb1a	chr13
ENSMUSG00000044749	7.96573916092569	0.23888801116906	1.77217320142215	0.104276229096566	3.14059785583883	0.104276229096566	0	ENSMUSG00000044749	Abca6	chr11
ENSMUSG00000044763	0.96691165199881	-0.654054761841189	-0.833973358732205	0.422195040393744	0.695511563075076	0.422195040393744	0	ENSMUSG00000044763	Trmt10c	chr16
ENSMUSG00000044768	3.696104018319	0.0936315846517664	0.283172728711302	0.782349738363171	0.0801867942858047	0.782349738363171	0	ENSMUSG00000044768	Macir	chr1
ENSMUSG00000044770	7.29575709714452	0.0439264963292132	0.316983501189115	0.757244202845699	0.100478540026109	0.757244202845699	0	ENSMUSG00000044770	Scml4	chr10
ENSMUSG00000044783	4.56764420149842	0.358251286219234	0.826969509947855	0.425986382054917	0.683878570383395	0.425986382054917	0	ENSMUSG00000044783	A730008H23Rik	NA
ENSMUSG00000044787	1.7034314072272	0.254662795624884	0.491000241187008	0.6331614068718	0.2410812368457	0.6331614068718	0	ENSMUSG00000044787	Spata32	chr11
ENSMUSG00000044788	6.03753670189137	-0.140690198854702	-0.79922946310778	0.44122460813565	0.63876773469955	0.44122460813565	0	ENSMUSG00000044788	Fads6	chr11
ENSMUSG00000044791	8.93303443273005	0.0473983899789054	0.315008629694071	0.758702910487581	0.0992304367817361	0.758702910487581	0	ENSMUSG00000044791	Setd2	chr9
ENSMUSG00000044798	6.05519027670901	0.160026342520613	0.952655502640361	0.361411297896415	0.907552506710958	0.361411297896415	0	ENSMUSG00000044798	Or8b56	chr9
ENSMUSG00000044807	3.93944764160857	0.243282030281695	0.485764047938296	0.636751238798158	0.235966710269399	0.636751238798158	0	ENSMUSG00000044807	Zfp354c	chr11
ENSMUSG00000044811	6.01198868604489	-0.010583891439353	-0.0489576685268167	0.961838528308572	0.00239685330758166	0.961838528308572	0	ENSMUSG00000044811	Cd300c2	chr11
ENSMUSG00000044813	5.30049024692473	0.0804830989420706	0.33964770354718	0.740575675078079	0.115360562524873	0.740575675078079	0	ENSMUSG00000044813	Shb	chr4
ENSMUSG00000044814	5.55985299235861	0.136450364784453	0.692049763403819	0.503380555152537	0.478932875027282	0.503380555152537	0	ENSMUSG00000044814	Or55b3	chr7
ENSMUSG00000044816	3.96566678784335	-0.159958726298042	-0.564174362510371	0.584056502574828	0.318292711313984	0.584056502574828	0	ENSMUSG00000044816	D630023F18Rik	chr1
ENSMUSG00000044819	3.99799670708795	-0.146726415586607	-0.481369063307129	0.639771899760339	0.231716175109183	0.639771899760339	0	ENSMUSG00000044819	Oxgr1	chr14
ENSMUSG00000044824	5.64284677090253	0.112423718343321	0.412401100085054	0.68803959128128	0.170074667351363	0.68803959128128	0	ENSMUSG00000044824	Or55b10	chr7
ENSMUSG00000044827	3.62848430283179	-0.196714301900162	-0.613144871753747	0.552358484922525	0.375946633757919	0.552358484922525	0	ENSMUSG00000044827	Tlr1	chr5
ENSMUSG00000044835	4.649317818218	0.096571272846643	0.400442842049249	0.696566559535636	0.16035446974848	0.696566559535636	0	ENSMUSG00000044835	Ankrd45	chr1
ENSMUSG00000044847	1.12428558261362	-0.00329912490316975	-0.00486408304155616	0.996206912525698	2.36593038351543e-05	0.996206912525698	0	ENSMUSG00000044847	Lsm11	chr11
ENSMUSG00000044876	2.69462533163428	-0.537384509594462	-1.36294454749594	0.200390380700306	1.85761783954891	0.200390380700306	0	ENSMUSG00000044876	Zfp444	chr7
ENSMUSG00000044906	5.59990436666339	0.0125129897729703	0.0429784894819877	0.966495822914869	0.00184715055815333	0.966495822914869	0	ENSMUSG00000044906	4930503L19Rik	chr18
ENSMUSG00000044912	-1.82913613463315	-2.04798274124757	-1.28761652656385	0.224544364062616	1.65795631948037	0.224544364062616	0	ENSMUSG00000044912	Syt16	chr12
ENSMUSG00000044916	2.01658466744927	0.134972916380886	0.227714117635715	0.824083206281178	0.0518537193706122	0.824083206281178	0	ENSMUSG00000044916	Frey1	chr2
ENSMUSG00000044933	3.84072145696961	0.0328873875722788	0.106632963950926	0.917017269818975	0.0113705890009595	0.917017269818975	0	ENSMUSG00000044933	Sstr3	chr15
ENSMUSG00000044934	6.74314031289046	-0.0858940701041311	-0.595946799621894	0.563380189640739	0.355152587979578	0.563380189640739	0	ENSMUSG00000044934	Zfp367	chr13
ENSMUSG00000044948	8.1705619840923	0.0113684653771298	0.0712637782471431	0.944478463336009	0.00507852609005798	0.944478463336009	0	ENSMUSG00000044948	Cfap43	chr19
ENSMUSG00000044949	2.24380871101278	0.199005477690113	0.430323307666807	0.675344697397414	0.185178149121302	0.675344697397414	0	ENSMUSG00000044949	Ubtd2	chr11
ENSMUSG00000044951	1.67496266402955	-0.938796538654965	-1.80480989942077	0.0987706229576588	3.25733877304722	0.0987706229576588	0	ENSMUSG00000044951	Mylk4	chr13
ENSMUSG00000044952	1.2531795105114	-0.540254074744857	-0.790300512154241	0.446204588671767	0.624574899511255	0.446204588671767	0	ENSMUSG00000044952	Kctd21	chr7
ENSMUSG00000044966	4.16314825914811	0.503544609341891	2.00984941511637	0.069852514704347	4.03949467144361	0.069852514704347	0	ENSMUSG00000044966	Fbxo48	chr11
ENSMUSG00000044968	-0.880662963370264	-0.295916199228695	-0.204517023424153	0.841717926233917	0.0418272128702757	0.841717926233917	0	ENSMUSG00000044968	Napepld	chr5
ENSMUSG00000044986	6.84997400818073	0.220632044262502	1.09964562815329	0.295178542692389	1.20922050751664	0.295178542692389	0	ENSMUSG00000044986	Tst	chr15
ENSMUSG00000044991	5.72733575523233	-0.205027359273571	-1.09291990116791	0.297993401557801	1.19447391036888	0.297993401557801	0	ENSMUSG00000044991	Shld1	chr2
ENSMUSG00000045005	1.90599528577347	0.21537752808907	0.404364900258541	0.693764987494115	0.1635109725611	0.693764987494115	0	ENSMUSG00000045005	Fzd5	chr1
ENSMUSG00000045007	5.39627654460213	-0.0660847146949131	-0.292178149160336	0.775636201470439	0.0853680708467594	0.775636201470439	0	ENSMUSG00000045007	Tubg2	chr11
ENSMUSG00000045009	3.21783580087082	-0.244816181200108	-0.675059562146174	0.51370172880837	0.455705412444984	0.51370172880837	0	ENSMUSG00000045009	Prrt3	chr6
ENSMUSG00000045013	2.9211701059881	0.523253660828185	1.20139316441734	0.255050952093791	1.44334553550871	0.255050952093791	0	ENSMUSG00000045013	Or6b6	chr7
ENSMUSG00000045019	5.517796046407	-0.150261656466002	-0.738156438024757	0.476010842845538	0.544874926997397	0.476010842845538	0	ENSMUSG00000045019	Acer1	chr17
ENSMUSG00000045027	4.1457608597338	0.128742042128909	0.504219779663542	0.624142314287703	0.25423758620395	0.624142314287703	0	ENSMUSG00000045027	Prss22	chr17
ENSMUSG00000045031	2.40866636593553	0.0924207481680193	0.125884442611158	0.902115137604182	0.0158468928915221	0.902115137604182	0	ENSMUSG00000045031	Cetn4	chr3
ENSMUSG00000045036	5.5713038110609	0.128808920150876	0.525662475088032	0.609649333766223	0.276321037715676	0.609649333766223	0	ENSMUSG00000045036	Tmem232	chr17
ENSMUSG00000045038	6.15309853171977	0.195569830045374	1.22629325673986	0.245918720192765	1.50379515152564	0.245918720192765	0	ENSMUSG00000045038	Prkce	chr17
ENSMUSG00000045039	5.44930296628931	-0.140446651333676	-0.690114048786309	0.50455011677002	0.476257400332232	0.50455011677002	0	ENSMUSG00000045039	Megf8	chr7
ENSMUSG00000045062	3.45811396430821	-0.231994884243874	-0.681151862568124	0.509986366979663	0.463967859880024	0.509986366979663	0	ENSMUSG00000045062	Pcdhb7	chr18
ENSMUSG00000045064	8.95620975383012	-0.0467105296225352	-0.316091290916903	0.75790309790775	0.0999137041935141	0.75790309790775	0	ENSMUSG00000045064	Zc2hc1c	chr12
ENSMUSG00000045071	6.06070037634325	-0.367021000246566	-1.74118680780898	0.109759238438405	3.03173149968804	0.109759238438405	0	ENSMUSG00000045071	E130308A19Rik	chr4
ENSMUSG00000045078	5.549986355395	-0.136159082480195	-0.545833947873394	0.596173298258718	0.297934698651055	0.596173298258718	0	ENSMUSG00000045078	Rnf216	chr5
ENSMUSG00000045087	-1.58752333426298	-0.674158489621797	-0.418758800991937	0.683524453271834	0.175358933408204	0.683524453271834	0	ENSMUSG00000045087	S1pr5	chr9
ENSMUSG00000045091	1.83710563929222	-0.435487929074722	-0.725333522471328	0.483528120810325	0.526108718820664	0.483528120810325	0	ENSMUSG00000045091	Aqp12	chr1
ENSMUSG00000045094	3.11057130999205	0.117382456869965	0.305514550335918	0.765729176232028	0.0933391404669581	0.765729176232028	0	ENSMUSG00000045094	Arhgef37	chr18
ENSMUSG00000045095	3.93112544963646	-0.377699035796832	-1.38519479867038	0.193683260587303	1.91876463026347	0.193683260587303	0	ENSMUSG00000045095	Magi1	chr6
ENSMUSG00000045098	8.08325123318175	0.079184579968878	0.566812151589734	0.58232463633962	0.321276015189784	0.58232463633962	0	ENSMUSG00000045098	Kmt5b	chr19
ENSMUSG00000045100	3.16574648234391	-0.215539050205539	-0.500306333530676	0.626805673957414	0.250306427370908	0.626805673957414	0	ENSMUSG00000045100	Slc25a26	chr6
ENSMUSG00000045102	5.27608535786342	-0.0177211944940412	-0.0773140905524842	0.939774512066816	0.00597746859795773	0.939774512066816	0	ENSMUSG00000045102	Poln	chr5
ENSMUSG00000045103	-0.431519849057299	-1.08277594488164	-0.953399739968809	0.361050813027317	0.908971064172593	0.361050813027317	0	ENSMUSG00000045103	Dmd	chrX
ENSMUSG00000045106	4.24600540551884	0.127422839125599	0.465215189286439	0.650932836743892	0.216425172342817	0.650932836743892	0	ENSMUSG00000045106	Ccdc73	chr2
ENSMUSG00000045107	-1.88745987980931	-0.157933184243253	-0.0909111941413128	0.929212179381704	0.00826484522019947	0.929212179381704	0	ENSMUSG00000045107	Saysd1	chr14
ENSMUSG00000045111	0.318334888798177	0.643308709658989	0.686832790659511	0.506536392512994	0.471739282325132	0.506536392512994	0	ENSMUSG00000045111	Taar6	chr10
ENSMUSG00000045114	-1.26697745164785	0.107268180276416	0.106566306855305	0.917068929012767	0.0113563777567791	0.917068929012767	0	ENSMUSG00000045114	Prrt2	chr7
ENSMUSG00000045126	-1.21239618160964	-1.58152202964177	-1.19147438171924	0.25876293922917	1.41961120229324	0.25876293922917	0	ENSMUSG00000045126	Or5b12b	chr19
ENSMUSG00000045128	6.85721390434787	0.106021114767449	0.689343828728566	0.505015939803708	0.475194914206158	0.505015939803708	0	ENSMUSG00000045128	Rpl18a	chr8
ENSMUSG00000045136	-0.502679603202662	0.127784825498959	0.0999956092350301	0.922163138915294	0.00999912186628484	0.922163138915294	0	ENSMUSG00000045136	Tubb2b	chr13
ENSMUSG00000045160	7.47193024630249	0.0748561247174964	0.49967077142326	0.627238742768854	0.249670879814715	0.627238742768854	0	ENSMUSG00000045160	Bola3	chr6
ENSMUSG00000045165	4.38413029250239	-0.0725886815457093	-0.276376743267592	0.787428472450131	0.0763841042192007	0.787428472450131	0	ENSMUSG00000045165	AI467606	chr7
ENSMUSG00000045176	1.93837752654319	0.406827413686317	0.744691624857242	0.472207962972781	0.554565616132519	0.472207962972781	0	ENSMUSG00000045176	Borcs6	chr11
ENSMUSG00000045180	2.3459536109042	0.0279238325394389	0.0429831231317593	0.96649221314893	0.00184754887415998	0.96649221314893	0	ENSMUSG00000045180	Shroom2	chrX
ENSMUSG00000045193	6.09480383418721	0.0296662032721207	0.161985646593538	0.874280621500975	0.0262393497023266	0.874280621500975	0	ENSMUSG00000045193	Cirbp	chr10
ENSMUSG00000045205	7.79552873964356	0.084504622352509	0.554162095362455	0.590654990886334	0.307095627936506	0.590654990886334	0	ENSMUSG00000045205	Dpy19l4	chr4
ENSMUSG00000045210	3.63587067313541	-0.0461788425032448	-0.149915803448653	0.883568860490003	0.0224747481236553	0.883568860490003	0	ENSMUSG00000045210	Vcpip1	chr1
ENSMUSG00000045215	0.501140254114025	-0.196654433073632	-0.262026205359852	0.798186557232032	0.0686577322952834	0.798186557232032	0	ENSMUSG00000045215	Asxl3	chr18
ENSMUSG00000045216	7.39909674858391	-0.174865521883657	-1.0429823623281	0.319535312477109	1.0878122081275	0.319535312477109	0	ENSMUSG00000045216	Hs6st1	chr1
ENSMUSG00000045232	2.45293151158807	1.02713426114835	1.91649952048456	0.0818780381937196	3.67297041201755	0.0818780381937196	0	ENSMUSG00000045232	Rln3	chr8
ENSMUSG00000045237	2.38900005911945	-0.0831431046949747	-0.127122945263714	0.90115772397589	0.0161602432125212	0.90115772397589	0	ENSMUSG00000045237	Eola1	chrX
ENSMUSG00000045246	1.66598452104576	0.336439980478852	0.474360706186365	0.644602854866084	0.225018079573627	0.644602854866084	0	ENSMUSG00000045246	Kcng4	chr8
ENSMUSG00000045248	1.30342541289815	0.0202636621726849	0.0265580431992744	0.979292194024405	0.000705329658574525	0.979292194024405	0	ENSMUSG00000045248	Med26	chr8
ENSMUSG00000045251	4.71062871047469	-0.571765779590058	-2.21667465462514	0.0488591252155297	4.91364652445749	0.0488591252155297	0	ENSMUSG00000045251	Zfp688	chr7
ENSMUSG00000045252	4.80407747216984	-0.537906822363722	-2.18267285066011	0.0518396114994476	4.76406077300875	0.0518396114994476	0	ENSMUSG00000045252	Zfp574	chr7
ENSMUSG00000045257	2.27737429405587	0.740641543171114	1.51874452172442	0.157283522767865	2.30658492226793	0.157283522767865	0	ENSMUSG00000045257	Morn2	chr17
ENSMUSG00000045259	-0.941576093565358	1.14587655783357	0.875307393719478	0.400282365143336	0.766163033499986	0.400282365143336	0	ENSMUSG00000045259	Klhdc9	chr1
